ID,Prob1
12328, 0.37
12329, 0.61
12330, 0.77
12331, 0.31
12332, 0.32
12333, 0.52
12334, 0.45
12335, 0.65
12336, 0.22
12337, 0.30
12338, 0.22
12339, 0.41
12340, 0.29
12341, 0.66
12342, 0.25
12343, 0.22
12344, 0.25
12345, 0.70
12346, 0.59
12347, 0.24
12348, 0.72
12349, 0.78
12350, 0.22
12351, 0.74
12352, 0.65
12353, 0.78
12354, 0.22
12355, 0.73
12356, 0.22
12357, 0.78
12358, 0.26
12359, 0.78
12360, 0.24
12361, 0.58
12362, 0.22
12363, 0.35
12364, 0.56
12365, 0.49
12366, 0.64
12367, 0.30
12368, 0.39
12369, 0.22
12370, 0.22
12371, 0.24
12372, 0.27
12373, 0.34
12374, 0.22
12375, 0.72
12376, 0.22
12377, 0.22
12378, 0.40
12379, 0.22
12380, 0.41
12381, 0.22
12382, 0.31
12383, 0.60
12384, 0.22
12385, 0.50
12386, 0.62
12387, 0.35
12388, 0.34
12389, 0.24
12390, 0.57
12391, 0.31
12392, 0.22
12393, 0.22
12394, 0.65
12395, 0.22
12396, 0.78
12397, 0.22
12398, 0.78
12399, 0.22
12400, 0.71
12401, 0.57
12402, 0.24
12403, 0.22
12404, 0.32
12405, 0.28
12406, 0.55
12407, 0.67
12408, 0.52
12409, 0.69
12410, 0.34
12411, 0.24
12412, 0.25
12413, 0.22
12414, 0.72
12415, 0.59
12416, 0.53
12417, 0.26
12418, 0.61
12419, 0.32
12420, 0.52
12421, 0.28
12422, 0.45
12423, 0.31
12424, 0.65
12425, 0.29
12426, 0.33
12427, 0.56
12428, 0.22
12429, 0.28
12430, 0.64
12431, 0.23
12432, 0.22
12433, 0.24
12434, 0.57
12435, 0.24
12436, 0.22
12437, 0.24
12438, 0.24
12439, 0.38
12440, 0.25
12441, 0.28
12442, 0.22
12443, 0.35
12444, 0.37
12445, 0.78
12446, 0.25
12447, 0.27
12448, 0.50
12449, 0.72
12450, 0.73
12451, 0.25
12452, 0.29
12453, 0.23
12454, 0.22
12455, 0.43
12456, 0.31
12457, 0.64
12458, 0.34
12459, 0.22
12460, 0.64
12461, 0.22
12462, 0.74
12463, 0.57
12464, 0.34
12465, 0.69
12466, 0.25
12467, 0.59
12468, 0.61
12469, 0.40
12470, 0.39
12471, 0.60
12472, 0.24
12473, 0.24
12474, 0.24
12475, 0.22
12476, 0.25
12477, 0.50
12478, 0.22
12479, 0.38
12480, 0.78
12481, 0.31
12482, 0.29
12483, 0.37
12484, 0.75
12485, 0.23
12486, 0.30
12487, 0.27
12488, 0.55
12489, 0.27
12490, 0.57
12491, 0.75
12492, 0.22
12493, 0.67
12494, 0.42
12495, 0.51
12496, 0.78
12497, 0.39
12498, 0.25
12499, 0.73
12500, 0.55
12501, 0.74
12502, 0.78
12503, 0.39
12504, 0.30
12505, 0.22
12506, 0.71
12507, 0.25
12508, 0.22
12509, 0.22
12510, 0.22
12511, 0.22
12512, 0.24
12513, 0.45
12514, 0.22
12515, 0.31
12516, 0.77
12517, 0.69
12518, 0.23
12519, 0.71
12520, 0.33
12521, 0.22
12522, 0.40
12523, 0.35
12524, 0.32
12525, 0.78
12526, 0.62
12527, 0.28
12528, 0.53
12529, 0.22
12530, 0.37
12531, 0.75
12532, 0.27
12533, 0.46
12534, 0.22
12535, 0.25
12536, 0.24
12537, 0.22
12538, 0.46
12539, 0.24
12540, 0.73
12541, 0.24
12542, 0.53
12543, 0.47
12544, 0.22
12545, 0.30
12546, 0.27
12547, 0.73
12548, 0.22
12549, 0.22
12550, 0.29
12551, 0.30
12552, 0.49
12553, 0.22
12554, 0.29
12555, 0.78
12556, 0.78
12557, 0.66
12558, 0.29
12559, 0.69
12560, 0.24
12561, 0.50
12562, 0.63
12563, 0.22
12564, 0.22
12565, 0.63
12566, 0.74
12567, 0.54
12568, 0.61
12569, 0.50
12570, 0.62
12571, 0.66
12572, 0.30
12573, 0.22
12574, 0.22
12575, 0.51
12576, 0.51
12577, 0.60
12578, 0.38
12579, 0.75
12580, 0.67
12581, 0.22
12582, 0.73
12583, 0.78
12584, 0.67
12585, 0.31
12586, 0.78
12587, 0.25
12588, 0.31
12589, 0.22
12590, 0.22
12591, 0.22
12592, 0.28
12593, 0.22
12594, 0.54
12595, 0.51
12596, 0.30
12597, 0.71
12598, 0.22
12599, 0.22
12600, 0.24
12601, 0.62
12602, 0.24
12603, 0.65
12604, 0.22
12605, 0.29
12606, 0.57
12607, 0.60
12608, 0.34
12609, 0.29
12610, 0.22
12611, 0.38
12612, 0.22
12613, 0.58
12614, 0.78
12615, 0.65
12616, 0.55
12617, 0.22
12618, 0.57
12619, 0.78
12620, 0.31
12621, 0.35
12622, 0.74
12623, 0.24
12624, 0.23
12625, 0.69
12626, 0.31
12627, 0.73
12628, 0.69
12629, 0.53
12630, 0.62
12631, 0.74
12632, 0.25
12633, 0.30
12634, 0.59
12635, 0.63
12636, 0.78
12637, 0.22
12638, 0.63
12639, 0.22
12640, 0.33
12641, 0.22
12642, 0.25
12643, 0.57
12644, 0.30
12645, 0.58
12646, 0.29
12647, 0.26
12648, 0.68
12649, 0.24
12650, 0.30
12651, 0.25
12652, 0.35
12653, 0.77
12654, 0.33
12655, 0.51
12656, 0.68
12657, 0.43
12658, 0.22
12659, 0.69
12660, 0.24
12661, 0.35
12662, 0.27
12663, 0.22
12664, 0.78
12665, 0.31
12666, 0.31
12667, 0.63
12668, 0.78
12669, 0.58
12670, 0.60
12671, 0.22
12672, 0.43
12673, 0.78
12674, 0.48
12675, 0.25
12676, 0.38
12677, 0.78
12678, 0.36
12679, 0.26
12680, 0.74
12681, 0.22
12682, 0.22
12683, 0.71
12684, 0.30
12685, 0.22
12686, 0.22
12687, 0.28
12688, 0.51
12689, 0.26
12690, 0.26
12691, 0.30
12692, 0.49
12693, 0.78
12694, 0.43
12695, 0.78
12696, 0.65
12697, 0.78
12698, 0.65
12699, 0.65
12700, 0.56
12701, 0.22
12702, 0.28
12703, 0.64
12704, 0.22
12705, 0.46
12706, 0.74
12707, 0.25
12708, 0.62
12709, 0.73
12710, 0.57
12711, 0.63
12712, 0.28
12713, 0.27
12714, 0.49
12715, 0.22
12716, 0.66
12717, 0.25
12718, 0.29
12719, 0.24
12720, 0.65
12721, 0.23
12722, 0.54
12723, 0.45
12724, 0.57
12725, 0.64
12726, 0.29
12727, 0.59
12728, 0.39
12729, 0.22
12730, 0.29
12731, 0.59
12732, 0.22
12733, 0.36
12734, 0.38
12735, 0.22
12736, 0.22
12737, 0.57
12738, 0.27
12739, 0.58
12740, 0.22
12741, 0.37
12742, 0.25
12743, 0.50
12744, 0.65
12745, 0.22
12746, 0.22
12747, 0.67
12748, 0.44
12749, 0.38
12750, 0.29
12751, 0.48
12752, 0.24
12753, 0.35
12754, 0.27
12755, 0.62
12756, 0.34
12757, 0.22
12758, 0.78
12759, 0.23
12760, 0.71
12761, 0.22
12762, 0.23
12763, 0.24
12764, 0.53
12765, 0.32
12766, 0.23
12767, 0.73
12768, 0.47
12769, 0.74
12770, 0.27
12771, 0.60
12772, 0.31
12773, 0.43
12774, 0.55
12775, 0.75
12776, 0.22
12777, 0.73
12778, 0.22
12779, 0.61
12780, 0.24
12781, 0.75
12782, 0.40
12783, 0.32
12784, 0.32
12785, 0.36
12786, 0.37
12787, 0.25
12788, 0.61
12789, 0.50
12790, 0.30
12791, 0.68
12792, 0.43
12793, 0.26
12794, 0.52
12795, 0.34
12796, 0.53
12797, 0.41
12798, 0.25
12799, 0.27
12800, 0.32
12801, 0.51
12802, 0.27
12803, 0.22
12804, 0.22
12805, 0.62
12806, 0.63
12807, 0.78
12808, 0.60
12809, 0.28
12810, 0.55
12811, 0.54
12812, 0.53
12813, 0.57
12814, 0.69
12815, 0.22
12816, 0.48
12817, 0.24
12818, 0.25
12819, 0.67
12820, 0.45
12821, 0.70
12822, 0.25
12823, 0.29
12824, 0.53
12825, 0.28
12826, 0.22
12827, 0.23
12828, 0.40
12829, 0.46
12830, 0.22
12831, 0.23
12832, 0.37
12833, 0.41
12834, 0.25
12835, 0.78
12836, 0.78
12837, 0.43
12838, 0.55
12839, 0.22
12840, 0.76
12841, 0.31
12842, 0.25
12843, 0.53
12844, 0.70
12845, 0.66
12846, 0.29
12847, 0.42
12848, 0.22
12849, 0.22
12850, 0.28
12851, 0.51
12852, 0.24
12853, 0.43
12854, 0.33
12855, 0.22
12856, 0.24
12857, 0.78
12858, 0.75
12859, 0.23
12860, 0.41
12861, 0.62
12862, 0.28
12863, 0.57
12864, 0.35
12865, 0.74
12866, 0.72
12867, 0.22
12868, 0.51
12869, 0.24
12870, 0.24
12871, 0.28
12872, 0.74
12873, 0.37
12874, 0.68
12875, 0.33
12876, 0.50
12877, 0.25
12878, 0.75
12879, 0.47
12880, 0.22
12881, 0.75
12882, 0.58
12883, 0.56
12884, 0.64
12885, 0.60
12886, 0.22
12887, 0.66
12888, 0.71
12889, 0.22
12890, 0.53
12891, 0.22
12892, 0.32
12893, 0.75
12894, 0.78
12895, 0.53
12896, 0.24
12897, 0.74
12898, 0.24
12899, 0.71
12900, 0.59
12901, 0.56
12902, 0.40
12903, 0.22
12904, 0.49
12905, 0.24
12906, 0.26
12907, 0.22
12908, 0.75
12909, 0.31
12910, 0.40
12911, 0.22
12912, 0.32
12913, 0.24
12914, 0.24
12915, 0.30
12916, 0.32
12917, 0.31
12918, 0.22
12919, 0.40
12920, 0.28
12921, 0.31
12922, 0.62
12923, 0.39
12924, 0.78
12925, 0.62
12926, 0.24
12927, 0.22
12928, 0.66
12929, 0.22
12930, 0.35
12931, 0.48
12932, 0.35
12933, 0.74
12934, 0.28
12935, 0.77
12936, 0.33
12937, 0.40
12938, 0.61
12939, 0.32
12940, 0.22
12941, 0.22
12942, 0.33
12943, 0.22
12944, 0.36
12945, 0.29
12946, 0.25
12947, 0.52
12948, 0.22
12949, 0.78
12950, 0.40
12951, 0.22
12952, 0.62
12953, 0.35
12954, 0.74
12955, 0.78
12956, 0.78
12957, 0.61
12958, 0.72
12959, 0.32
12960, 0.64
12961, 0.50
12962, 0.54
12963, 0.74
12964, 0.40
12965, 0.66
12966, 0.46
12967, 0.34
12968, 0.32
12969, 0.22
12970, 0.34
12971, 0.78
12972, 0.22
12973, 0.55
12974, 0.63
12975, 0.29
12976, 0.23
12977, 0.32
12978, 0.22
12979, 0.32
12980, 0.33
12981, 0.22
12982, 0.50
12983, 0.49
12984, 0.62
12985, 0.24
12986, 0.30
12987, 0.22
12988, 0.22
12989, 0.29
12990, 0.27
12991, 0.22
12992, 0.22
12993, 0.55
12994, 0.22
12995, 0.33
12996, 0.78
12997, 0.24
12998, 0.22
12999, 0.22
13000, 0.72
13001, 0.75
13002, 0.66
13003, 0.24
13004, 0.64
13005, 0.58
13006, 0.22
13007, 0.25
13008, 0.78
13009, 0.43
13010, 0.78
13011, 0.66
13012, 0.22
13013, 0.49
13014, 0.39
13015, 0.57
13016, 0.64
13017, 0.22
13018, 0.70
13019, 0.62
13020, 0.53
13021, 0.25
13022, 0.77
13023, 0.74
13024, 0.25
13025, 0.78
13026, 0.27
13027, 0.53
13028, 0.22
13029, 0.34
13030, 0.50
13031, 0.51
13032, 0.25
13033, 0.24
13034, 0.63
13035, 0.66
13036, 0.22
13037, 0.42
13038, 0.77
13039, 0.31
13040, 0.23
13041, 0.25
13042, 0.78
13043, 0.53
13044, 0.65
13045, 0.71
13046, 0.31
13047, 0.78
13048, 0.72
13049, 0.61
13050, 0.22
13051, 0.30
13052, 0.22
13053, 0.68
13054, 0.22
13055, 0.65
13056, 0.22
13057, 0.38
13058, 0.28
13059, 0.22
13060, 0.29
13061, 0.78
13062, 0.22
13063, 0.25
13064, 0.25
13065, 0.35
13066, 0.59
13067, 0.50
13068, 0.22
13069, 0.22
13070, 0.24
13071, 0.22
13072, 0.71
13073, 0.33
13074, 0.34
13075, 0.22
13076, 0.60
13077, 0.22
13078, 0.66
13079, 0.30
13080, 0.22
13081, 0.63
13082, 0.68
13083, 0.22
13084, 0.67
13085, 0.27
13086, 0.43
13087, 0.31
13088, 0.48
13089, 0.53
13090, 0.22
13091, 0.22
13092, 0.78
13093, 0.43
13094, 0.71
13095, 0.24
13096, 0.23
13097, 0.38
13098, 0.24
13099, 0.60
13100, 0.64
13101, 0.37
13102, 0.22
13103, 0.70
13104, 0.29
13105, 0.78
13106, 0.38
13107, 0.64
13108, 0.72
13109, 0.23
13110, 0.78
13111, 0.69
13112, 0.40
13113, 0.28
13114, 0.41
13115, 0.69
13116, 0.42
13117, 0.22
13118, 0.72
13119, 0.71
13120, 0.29
13121, 0.24
13122, 0.22
13123, 0.57
13124, 0.29
13125, 0.35
13126, 0.25
13127, 0.22
13128, 0.62
13129, 0.22
13130, 0.32
13131, 0.22
13132, 0.78
13133, 0.31
13134, 0.22
13135, 0.43
13136, 0.25
13137, 0.74
13138, 0.24
13139, 0.23
13140, 0.22
13141, 0.27
13142, 0.22
13143, 0.22
13144, 0.34
13145, 0.43
13146, 0.71
13147, 0.55
13148, 0.22
13149, 0.27
13150, 0.24
13151, 0.22
13152, 0.67
13153, 0.24
13154, 0.24
13155, 0.56
13156, 0.62
13157, 0.71
13158, 0.32
13159, 0.65
13160, 0.62
13161, 0.37
13162, 0.24
13163, 0.22
13164, 0.78
13165, 0.52
13166, 0.64
13167, 0.65
13168, 0.22
13169, 0.28
13170, 0.22
13171, 0.24
13172, 0.75
13173, 0.66
13174, 0.68
13175, 0.29
13176, 0.24
13177, 0.25
13178, 0.66
13179, 0.66
13180, 0.51
13181, 0.35
13182, 0.22
13183, 0.22
13184, 0.50
13185, 0.77
13186, 0.22
13187, 0.36
13188, 0.42
13189, 0.78
13190, 0.25
13191, 0.25
13192, 0.25
13193, 0.69
13194, 0.40
13195, 0.27
13196, 0.50
13197, 0.53
13198, 0.40
13199, 0.22
13200, 0.32
13201, 0.38
13202, 0.43
13203, 0.22
13204, 0.75
13205, 0.32
13206, 0.31
13207, 0.75
13208, 0.31
13209, 0.78
13210, 0.22
13211, 0.22
13212, 0.73
13213, 0.23
13214, 0.29
13215, 0.61
13216, 0.22
13217, 0.24
13218, 0.67
13219, 0.24
13220, 0.41
13221, 0.30
13222, 0.25
13223, 0.52
13224, 0.31
13225, 0.66
13226, 0.22
13227, 0.56
13228, 0.57
13229, 0.72
13230, 0.24
13231, 0.46
13232, 0.62
13233, 0.42
13234, 0.28
13235, 0.51
13236, 0.22
13237, 0.22
13238, 0.65
13239, 0.22
13240, 0.22
13241, 0.62
13242, 0.41
13243, 0.47
13244, 0.35
13245, 0.33
13246, 0.26
13247, 0.22
13248, 0.23
13249, 0.28
13250, 0.27
13251, 0.48
13252, 0.29
13253, 0.35
13254, 0.28
13255, 0.22
13256, 0.67
13257, 0.24
13258, 0.22
13259, 0.63
13260, 0.22
13261, 0.40
13262, 0.29
13263, 0.57
13264, 0.31
13265, 0.25
13266, 0.22
13267, 0.25
13268, 0.56
13269, 0.22
13270, 0.27
13271, 0.40
13272, 0.22
13273, 0.27
13274, 0.73
13275, 0.40
13276, 0.58
13277, 0.24
13278, 0.24
13279, 0.56
13280, 0.71
13281, 0.78
13282, 0.49
13283, 0.26
13284, 0.62
13285, 0.69
13286, 0.33
13287, 0.41
13288, 0.71
13289, 0.78
13290, 0.37
13291, 0.38
13292, 0.25
13293, 0.41
13294, 0.35
13295, 0.75
13296, 0.22
13297, 0.22
13298, 0.62
13299, 0.68
13300, 0.78
13301, 0.72
13302, 0.22
13303, 0.25
13304, 0.24
13305, 0.51
13306, 0.22
13307, 0.22
13308, 0.68
13309, 0.24
13310, 0.34
13311, 0.78
13312, 0.32
13313, 0.22
13314, 0.22
13315, 0.28
13316, 0.75
13317, 0.65
13318, 0.75
13319, 0.74
13320, 0.71
13321, 0.69
13322, 0.28
13323, 0.22
13324, 0.22
13325, 0.34
13326, 0.67
13327, 0.22
13328, 0.59
13329, 0.57
13330, 0.78
13331, 0.22
13332, 0.62
13333, 0.25
13334, 0.52
13335, 0.32
13336, 0.23
13337, 0.22
13338, 0.35
13339, 0.23
13340, 0.23
13341, 0.22
13342, 0.22
13343, 0.27
13344, 0.52
13345, 0.35
13346, 0.65
13347, 0.59
13348, 0.68
13349, 0.26
13350, 0.25
13351, 0.22
13352, 0.73
13353, 0.68
13354, 0.53
13355, 0.22
13356, 0.64
13357, 0.72
13358, 0.65
13359, 0.46
13360, 0.22
13361, 0.68
13362, 0.22
13363, 0.22
13364, 0.32
13365, 0.51
13366, 0.42
13367, 0.66
13368, 0.78
13369, 0.34
13370, 0.22
13371, 0.35
13372, 0.25
13373, 0.25
13374, 0.35
13375, 0.29
13376, 0.43
13377, 0.66
13378, 0.64
13379, 0.78
13380, 0.22
13381, 0.31
13382, 0.78
13383, 0.22
13384, 0.32
13385, 0.29
13386, 0.25
13387, 0.22
13388, 0.22
13389, 0.22
13390, 0.27
13391, 0.63
13392, 0.35
13393, 0.39
13394, 0.22
13395, 0.74
13396, 0.70
13397, 0.30
13398, 0.40
13399, 0.66
13400, 0.29
13401, 0.78
13402, 0.22
13403, 0.73
13404, 0.35
13405, 0.31
13406, 0.67
13407, 0.22
13408, 0.53
13409, 0.78
13410, 0.31
13411, 0.22
13412, 0.22
13413, 0.22
13414, 0.24
13415, 0.31
13416, 0.25
13417, 0.78
13418, 0.22
13419, 0.25
13420, 0.31
13421, 0.72
13422, 0.27
13423, 0.28
13424, 0.36
13425, 0.73
13426, 0.47
13427, 0.75
13428, 0.27
13429, 0.78
13430, 0.24
13431, 0.24
13432, 0.23
13433, 0.29
13434, 0.64
13435, 0.27
13436, 0.67
13437, 0.35
13438, 0.67
13439, 0.22
13440, 0.25
13441, 0.66
13442, 0.35
13443, 0.22
13444, 0.70
13445, 0.24
13446, 0.71
13447, 0.30
13448, 0.22
13449, 0.22
13450, 0.38
13451, 0.60
13452, 0.53
13453, 0.74
13454, 0.66
13455, 0.25
13456, 0.27
13457, 0.70
13458, 0.22
13459, 0.75
13460, 0.22
13461, 0.34
13462, 0.61
13463, 0.24
13464, 0.22
13465, 0.31
13466, 0.78
13467, 0.24
13468, 0.26
13469, 0.24
13470, 0.22
13471, 0.22
13472, 0.78
13473, 0.24
13474, 0.46
13475, 0.64
13476, 0.22
13477, 0.31
13478, 0.74
13479, 0.49
13480, 0.46
13481, 0.60
13482, 0.22
13483, 0.34
13484, 0.45
13485, 0.24
13486, 0.24
13487, 0.22
13488, 0.69
13489, 0.24
13490, 0.31
13491, 0.23
13492, 0.22
13493, 0.43
13494, 0.73
13495, 0.22
13496, 0.71
13497, 0.29
13498, 0.41
13499, 0.25
13500, 0.22
13501, 0.24
13502, 0.62
13503, 0.31
13504, 0.78
13505, 0.64
13506, 0.23
13507, 0.35
13508, 0.71
13509, 0.74
13510, 0.29
13511, 0.62
13512, 0.78
13513, 0.35
13514, 0.71
13515, 0.40
13516, 0.35
13517, 0.75
13518, 0.41
13519, 0.28
13520, 0.78
13521, 0.67
13522, 0.64
13523, 0.24
13524, 0.36
13525, 0.28
13526, 0.27
13527, 0.42
13528, 0.39
13529, 0.46
13530, 0.22
13531, 0.49
13532, 0.22
13533, 0.64
13534, 0.45
13535, 0.22
13536, 0.78
13537, 0.78
13538, 0.22
13539, 0.29
13540, 0.52
13541, 0.22
13542, 0.22
13543, 0.31
13544, 0.22
13545, 0.22
13546, 0.24
13547, 0.75
13548, 0.30
13549, 0.64
13550, 0.28
13551, 0.22
13552, 0.25
13553, 0.58
13554, 0.22
13555, 0.28
13556, 0.63
13557, 0.68
13558, 0.43
13559, 0.22
13560, 0.72
13561, 0.50
13562, 0.22
13563, 0.40
13564, 0.22
13565, 0.26
13566, 0.66
13567, 0.23
13568, 0.66
13569, 0.27
13570, 0.23
13571, 0.50
13572, 0.40
13573, 0.22
13574, 0.39
13575, 0.75
13576, 0.29
13577, 0.22
13578, 0.33
13579, 0.56
13580, 0.64
13581, 0.22
13582, 0.24
13583, 0.71
13584, 0.22
13585, 0.23
13586, 0.22
13587, 0.25
13588, 0.53
13589, 0.30
13590, 0.24
13591, 0.75
13592, 0.25
13593, 0.22
13594, 0.22
13595, 0.22
13596, 0.49
13597, 0.32
13598, 0.33
13599, 0.69
13600, 0.44
13601, 0.51
13602, 0.27
13603, 0.44
13604, 0.31
13605, 0.25
13606, 0.35
13607, 0.28
13608, 0.69
13609, 0.24
13610, 0.24
13611, 0.25
13612, 0.68
13613, 0.43
13614, 0.22
13615, 0.46
13616, 0.75
13617, 0.22
13618, 0.72
13619, 0.78
13620, 0.68
13621, 0.29
13622, 0.22
13623, 0.78
13624, 0.40
13625, 0.46
13626, 0.25
13627, 0.22
13628, 0.31
13629, 0.67
13630, 0.25
13631, 0.22
13632, 0.65
13633, 0.22
13634, 0.22
13635, 0.32
13636, 0.41
13637, 0.22
13638, 0.29
13639, 0.65
13640, 0.53
13641, 0.52
13642, 0.46
13643, 0.22
13644, 0.58
13645, 0.55
13646, 0.66
13647, 0.51
13648, 0.39
13649, 0.25
13650, 0.36
13651, 0.22
13652, 0.78
13653, 0.35
13654, 0.72
13655, 0.77
13656, 0.22
13657, 0.33
13658, 0.32
13659, 0.78
13660, 0.22
13661, 0.22
13662, 0.22
13663, 0.29
13664, 0.63
13665, 0.42
13666, 0.40
13667, 0.30
13668, 0.22
13669, 0.23
13670, 0.24
13671, 0.22
13672, 0.22
13673, 0.29
13674, 0.22
13675, 0.49
13676, 0.25
13677, 0.27
13678, 0.22
13679, 0.28
13680, 0.65
13681, 0.42
13682, 0.26
13683, 0.46
13684, 0.61
13685, 0.43
13686, 0.54
13687, 0.52
13688, 0.50
13689, 0.22
13690, 0.52
13691, 0.22
13692, 0.29
13693, 0.35
13694, 0.32
13695, 0.25
13696, 0.74
13697, 0.62
13698, 0.25
13699, 0.27
13700, 0.25
13701, 0.70
13702, 0.27
13703, 0.43
13704, 0.24
13705, 0.22
13706, 0.46
13707, 0.24
13708, 0.55
13709, 0.45
13710, 0.71
13711, 0.71
13712, 0.36
13713, 0.49
13714, 0.68
13715, 0.32
13716, 0.23
13717, 0.62
13718, 0.29
13719, 0.22
13720, 0.22
13721, 0.71
13722, 0.29
13723, 0.58
13724, 0.30
13725, 0.25
13726, 0.78
13727, 0.46
13728, 0.22
13729, 0.66
13730, 0.38
13731, 0.75
13732, 0.60
13733, 0.22
13734, 0.53
13735, 0.53
13736, 0.36
13737, 0.28
13738, 0.22
13739, 0.35
13740, 0.22
13741, 0.23
13742, 0.22
13743, 0.22
13744, 0.24
13745, 0.38
13746, 0.46
13747, 0.30
13748, 0.73
13749, 0.36
13750, 0.58
13751, 0.22
13752, 0.25
13753, 0.25
13754, 0.78
13755, 0.22
13756, 0.42
13757, 0.69
13758, 0.52
13759, 0.22
13760, 0.27
13761, 0.26
13762, 0.62
13763, 0.49
13764, 0.37
13765, 0.32
13766, 0.23
13767, 0.24
13768, 0.69
13769, 0.22
13770, 0.24
13771, 0.75
13772, 0.25
13773, 0.33
13774, 0.60
13775, 0.25
13776, 0.73
13777, 0.32
13778, 0.53
13779, 0.22
13780, 0.74
13781, 0.34
13782, 0.65
13783, 0.59
13784, 0.30
13785, 0.50
13786, 0.22
13787, 0.22
13788, 0.29
13789, 0.68
13790, 0.22
13791, 0.78
13792, 0.22
13793, 0.56
13794, 0.24
13795, 0.22
13796, 0.22
13797, 0.22
13798, 0.49
13799, 0.45
13800, 0.29
13801, 0.25
13802, 0.78
13803, 0.50
13804, 0.22
13805, 0.41
13806, 0.22
13807, 0.75
13808, 0.25
13809, 0.53
13810, 0.24
13811, 0.25
13812, 0.78
13813, 0.24
13814, 0.35
13815, 0.23
13816, 0.35
13817, 0.28
13818, 0.46
13819, 0.31
13820, 0.22
13821, 0.22
13822, 0.27
13823, 0.35
13824, 0.25
13825, 0.50
13826, 0.22
13827, 0.24
13828, 0.35
13829, 0.22
13830, 0.67
13831, 0.25
13832, 0.29
13833, 0.67
13834, 0.73
13835, 0.67
13836, 0.78
13837, 0.75
13838, 0.29
13839, 0.33
13840, 0.24
13841, 0.24
13842, 0.69
13843, 0.22
13844, 0.22
13845, 0.78
13846, 0.32
13847, 0.66
13848, 0.67
13849, 0.35
13850, 0.45
13851, 0.49
13852, 0.36
13853, 0.32
13854, 0.74
13855, 0.22
13856, 0.22
13857, 0.22
13858, 0.22
13859, 0.23
13860, 0.25
13861, 0.75
13862, 0.74
13863, 0.47
13864, 0.25
13865, 0.68
13866, 0.56
13867, 0.22
13868, 0.75
13869, 0.22
13870, 0.26
13871, 0.22
13872, 0.31
13873, 0.22
13874, 0.78
13875, 0.25
13876, 0.66
13877, 0.64
13878, 0.65
13879, 0.67
13880, 0.22
13881, 0.71
13882, 0.29
13883, 0.46
13884, 0.46
13885, 0.22
13886, 0.62
13887, 0.22
13888, 0.38
13889, 0.35
13890, 0.37
13891, 0.22
13892, 0.25
13893, 0.46
13894, 0.22
13895, 0.78
13896, 0.22
13897, 0.31
13898, 0.66
13899, 0.64
13900, 0.29
13901, 0.78
13902, 0.78
13903, 0.57
13904, 0.22
13905, 0.22
13906, 0.60
13907, 0.22
13908, 0.37
13909, 0.22
13910, 0.22
13911, 0.60
13912, 0.78
13913, 0.22
13914, 0.73
13915, 0.65
13916, 0.22
13917, 0.69
13918, 0.22
13919, 0.53
13920, 0.71
13921, 0.48
13922, 0.30
13923, 0.24
13924, 0.25
13925, 0.39
13926, 0.35
13927, 0.29
13928, 0.67
13929, 0.24
13930, 0.65
13931, 0.22
13932, 0.78
13933, 0.38
13934, 0.78
13935, 0.25
13936, 0.27
13937, 0.54
13938, 0.26
13939, 0.31
13940, 0.69
13941, 0.78
13942, 0.23
13943, 0.24
13944, 0.34
13945, 0.22
13946, 0.26
13947, 0.27
13948, 0.37
13949, 0.76
13950, 0.78
13951, 0.78
13952, 0.50
13953, 0.22
13954, 0.63
13955, 0.52
13956, 0.69
13957, 0.59
13958, 0.28
13959, 0.31
13960, 0.22
13961, 0.73
13962, 0.32
13963, 0.23
13964, 0.45
13965, 0.22
13966, 0.65
13967, 0.43
13968, 0.72
13969, 0.31
13970, 0.24
13971, 0.67
13972, 0.34
13973, 0.22
13974, 0.41
13975, 0.65
13976, 0.34
13977, 0.22
13978, 0.65
13979, 0.72
13980, 0.22
13981, 0.22
13982, 0.31
13983, 0.30
13984, 0.22
13985, 0.29
13986, 0.24
13987, 0.32
13988, 0.42
13989, 0.25
13990, 0.22
13991, 0.28
13992, 0.22
13993, 0.32
13994, 0.46
13995, 0.24
13996, 0.25
13997, 0.22
13998, 0.22
13999, 0.74
14000, 0.29
14001, 0.25
14002, 0.22
14003, 0.24
14004, 0.76
14005, 0.65
14006, 0.74
14007, 0.42
14008, 0.22
14009, 0.22
14010, 0.22
14011, 0.22
14012, 0.25
14013, 0.24
14014, 0.24
14015, 0.22
14016, 0.22
14017, 0.22
14018, 0.22
14019, 0.24
14020, 0.25
14021, 0.22
14022, 0.22
14023, 0.66
14024, 0.33
14025, 0.58
14026, 0.24
14027, 0.54
14028, 0.44
14029, 0.22
14030, 0.35
14031, 0.22
14032, 0.24
14033, 0.22
14034, 0.22
14035, 0.22
14036, 0.24
14037, 0.78
14038, 0.73
14039, 0.73
14040, 0.22
14041, 0.68
14042, 0.22
14043, 0.59
14044, 0.39
14045, 0.67
14046, 0.69
14047, 0.22
14048, 0.28
14049, 0.78
14050, 0.22
14051, 0.67
14052, 0.25
14053, 0.22
14054, 0.59
14055, 0.51
14056, 0.22
14057, 0.22
14058, 0.57
14059, 0.78
14060, 0.22
14061, 0.22
14062, 0.25
14063, 0.24
14064, 0.22
14065, 0.51
14066, 0.25
14067, 0.22
14068, 0.60
14069, 0.60
14070, 0.69
14071, 0.22
14072, 0.41
14073, 0.31
14074, 0.72
14075, 0.22
14076, 0.22
